,Unnamed: 0.1,Unnamed: 0,file,rubrics,keywords,title,city,genre,date,texts,tokens
24858464,2176256,2176256,45943907.xml,wi,Preise Verbraucher,Energie billiger: Inflationsrate im Juni gesunken (Foto - Archiv und Grafik Nr. 22883).,Wiesbaden,Meldung,2015-07-14,"Die EZB strebt ein stabiles Preisniveau bei knapp unter 2,0 Prozent an.","[['ezb', 'strebt', 'stabil', 'preisniveau', 'knapp', 'prozent']]"
24858747,2176539,2176539,45944718.xml,wi,Preise Verbraucher,(Zusammenfassung 1000) Energie billiger: Verbraucherpreise nur leicht gestiegen (Foto - Archiv und Grafik Nr. 22883).,Wiesbaden,Zusammenfassung,2015-07-14,Die Inflationsrate hat sich damit wieder weiter von der Zielmarke der Europäischen Zentralbank (EZB) entfernt.,"[['inflationsrat', 'zielmark', 'europa', 'zentralbank', 'ezb', 'entfernt']]"
24858748,2176540,2176540,45944718.xml,wi,Preise Verbraucher,(Zusammenfassung 1000) Energie billiger: Verbraucherpreise nur leicht gestiegen (Foto - Archiv und Grafik Nr. 22883).,Wiesbaden,Zusammenfassung,2015-07-14,"Die EZB strebt ein stabiles Preisniveau bei knapp unter 2,0 Prozent an.","[['ezb', 'strebt', 'stabil', 'preisniveau', 'knapp', 'prozent']]"
24866356,2184148,2184148,45970074.xml,wi,EU Preise Verbraucher,Verbraucherpreise im Euroraum steigen langsamer.,Luxemburg,Meldung,2015-07-16,Die Inflation im gemeinsamen Währungsraum liegt weiter deutlich unter dem Zielwert der Europäischen Zentralbank (EZB) für die Preisstabilität.,"[['inflation', 'gemeinsam', 'wahrungsraum', 'liegt', 'deutlich', 'zielwert', 'europa', 'zentralbank', 'ezb', 'preisstabilitat']]"
24892641,2210433,2210433,46084095.xml,wi,EZB Verbraucher Preise,EZB: Noch kein nachhaltiger Anstieg der Inflation in Sicht.,Frankfurt/Main,Meldung,2015-07-27,EZB: Noch kein nachhaltiger Anstieg der Inflation in Sicht.,"[['ezb', 'kein', 'nachhalt', 'anstieg', 'inflation', 'sicht']]"
24892642,2210434,2210434,46084095.xml,wi,EZB Verbraucher Preise,EZB: Noch kein nachhaltiger Anstieg der Inflation in Sicht.,Frankfurt/Main,Meldung,2015-07-27,Frankfurt/Main Die Europäische Zentralbank (EZB) sieht trotz ihrer umstrittenen Maßnahmen im Kampf gegen eine zu niedrige Inflation keine Trendwende an der Preisfront.,"[['frankfurtmain', 'europa', 'zentralbank', 'ezb', 'sieht', 'trotz', 'umstritt', 'massnahm', 'kampf', 'niedrig', 'inflation', 'kein', 'trendwend', 'preisfront']]"
24892648,2210440,2210440,46084095.xml,wi,EZB Verbraucher Preise,EZB: Noch kein nachhaltiger Anstieg der Inflation in Sicht.,Frankfurt/Main,Meldung,2015-07-27,"Die Währungshüter der EZB haben eine Inflation von knapp zwei Prozent zum Ziel, die wirtschaftlich als unbedenklich gilt.","[['wahrungshut', 'ezb', 'inflation', 'knapp', 'zwei', 'prozent', 'ziel', 'wirtschaft', 'unbedenk', 'gilt']]"
24903105,2220897,2220897,46122836.xml,wi,Preise Verbraucher,(Zusammenfassung 1445) Sinkende Energiepreise drücken Inflation in Deutschland weiter (Foto - Illustration und Grafik Nr. 22947).,Wiesbaden,Zusammenfassung,2015-07-30,"Seit Monaten liegt die Inflation deutlich unter der Zielmarke der Europäischen Zentralbank (EZB), die mittelfristig Teuerungsraten von knapp unter 2,0 Prozent anstrebt.","[['seit', 'monat', 'liegt', 'inflation', 'deutlich', 'zielmark', 'europa', 'zentralbank', 'ezb', 'mittelfrist', 'teuerungsrat', 'knapp', 'prozent', 'anstrebt']]"
24905731,2223523,2223523,46132679.xml,wi,EU Preise Verbraucher,Anstieg der Verbraucherpreise in den Euro-Ländern bleibt niedrig.,Luxemburg,Meldung,2015-07-31,"Mit 0,2 Prozent liegt die Inflation im gemeinsamen Währungsraum weiter deutlich unter dem Zielwert der Europäischen Zentralbank (EZB) für die Preisstabilität.","[['prozent', 'liegt', 'inflation', 'gemeinsam', 'wahrungsraum', 'deutlich', 'zielwert', 'europa', 'zentralbank', 'ezb', 'preisstabilitat']]"
24933807,2251599,2251599,46258123.xml,wi,Preise Verbraucher,"(Aktualisierung: Aktualisiert mit detaillierten Zahlen vom Donnerstag) (Fragen & Antworten) Licht und Schatten sinkender Verbraucherpreise Von Jörn Bender, dpa (Foto - Archiv und Grafik Nr. 22947).",Frankfurt/Main,Fragen  Antworten,2015-08-13,"Die Europäische Zentralbank (EZB) strebt mittelfristig eine jährliche Inflationsrate von knapp unter 2,0 Prozent an.","[['europa', 'zentralbank', 'ezb', 'strebt', 'mittelfrist', 'jahrlich', 'inflationsrat', 'knapp', 'prozent']]"
24934580,2252372,2252372,46261185.xml,wi,Preise Verbraucher,(Zusammenfassung 1115) Sinkende Energiepreise: Inflation weiter auf dem Rückzug (Foto - Archiv).,Wiesbaden,Zusammenfassung,2015-08-13,"Die Inflation ist weit entfernt von der Zielmarke der Europäischen Zentralbank (EZB), die ein stabiles Preisniveau bei knapp unter 2,0 Prozent anstrebt.","[['inflation', 'weit', 'entfernt', 'zielmark', 'europa', 'zentralbank', 'ezb', 'stabil', 'preisniveau', 'knapp', 'prozent', 'anstrebt']]"
24936243,2254035,2254035,46265790.xml,wi,Währung,(Wiederholung: Formulierung Anfang dritter Absatz geändert) (Zusammenfassung 1700) Eurokurs fällt nach jüngstem Höhenflug - Sorgen um China.,Frankfurt/Main,Zusammenfassung,2015-08-13,"«Und das in einer Situation, in der die Europäische Zentralbank ohnehin schon im Expansionsmodus ist, um Konjunktur und Inflation anzuschieben.» Demnach könne man die Frage stellen, ob die europäischen Währungshüter weitere expansive Maßnahmen ergreifen.","[['«', 'situation', 'europa', 'zentralbank', 'ohnehin', 'schon', 'expansionsmodus', 'konjunktur', 'inflation', 'anzuschieb', '»', 'demnach', 'konn', 'frag', 'stell', 'europa', 'wahrungshut', 'weit', 'expansiv', 'massnahm', 'ergreif']]"
24937815,2255607,2255607,46272262.xml,wi,EU Preise Verbraucher,"Inflationsrate der Eurozone im Juli unverändert bei 0,2 Prozent.",Luxemburg,Meldung,2015-08-14,"Die Europäische Zentralbank (EZB) strebt eine Inflationsrate von knapp zwei Prozent an, da sie auf diesem Niveau von stabilen Preisen ausgeht.","[['europa', 'zentralbank', 'ezb', 'strebt', 'inflationsrat', 'knapp', 'zwei', 'prozent', 'niveau', 'stabil', 'preis', 'ausgeht']]"
24937816,2255608,2255608,46272262.xml,wi,EU Preise Verbraucher,"Inflationsrate der Eurozone im Juli unverändert bei 0,2 Prozent.",Luxemburg,Meldung,2015-08-14,Zur Bekämpfung der ungewöhnlich niedrigen Inflation hat die EZB ihre Geldpolitik stark gelockert.,"[['bekampf', 'ungewohn', 'niedrig', 'inflation', 'ezb', 'geldpolit', 'stark', 'gelockert']]"
24966331,2284123,2284123,46393674.xml,wi,Zentralbanken EZB,EZB sorgt sich verstärkt um schwache Inflation in der Eurozone.,Frankfurt/Main,Meldung,2015-08-26,EZB sorgt sich verstärkt um schwache Inflation in der Eurozone.,"[['ezb', 'sorgt', 'verstarkt', 'schwach', 'inflation', 'eurozon']]"
24970708,2288500,2288500,46423854.xml,wi,Preise Verbraucher,(Zusammenfassung 0530) Sinkende Ölpreise dürften Inflation in Deutschland niedrig halten (Foto - Archiv).,Wiesbaden,Zusammenfassung,2015-08-28,"Denn die Inflation in Deutschland und im Euroraum ist weit entfernt von der Zielmarke der Europäischen Zentralbank (EZB), die ein stabiles Preisniveau bei knapp unter 2,0 Prozent anstrebt.","[['inflation', 'deutschland', 'euroraum', 'weit', 'entfernt', 'zielmark', 'europa', 'zentralbank', 'ezb', 'stabil', 'preisniveau', 'knapp', 'prozent', 'anstrebt']]"
24972233,2290025,2290025,46429511.xml,wi,Preise Verbraucher,Energiepreise purzeln: Inflation in Deutschland bleibt sehr niedrig.,Wiesbaden,Meldung,2015-08-28,"Seit Monaten liegt die Inflation in Deutschland und im Euroraum deutlich unter der Zielmarke der Europäischen Zentralbank (EZB), die mittelfristig Teuerungsraten von knapp unter 2,0 Prozent anstrebt.","[['seit', 'monat', 'liegt', 'inflation', 'deutschland', 'euroraum', 'deutlich', 'zielmark', 'europa', 'zentralbank', 'ezb', 'mittelfrist', 'teuerungsrat', 'knapp', 'prozent', 'anstrebt']]"
24972483,2290275,2290275,46430477.xml,wi,Preise Verbraucher,(Zusammenfassung 1500) Energiepreise purzeln: Inflation in Deutschland bleibt sehr niedrig (Foto - Archiv).,Wiesbaden,Zusammenfassung,2015-08-28,"Denn die Inflation in Deutschland und im Euroraum ist seit Monaten weit entfernt von der Zielmarke der Europäischen Zentralbank (EZB), die ein stabiles Preisniveau bei knapp unter 2,0 Prozent anstrebt.","[['inflation', 'deutschland', 'euroraum', 'seit', 'monat', 'weit', 'entfernt', 'zielmark', 'europa', 'zentralbank', 'ezb', 'stabil', 'preisniveau', 'knapp', 'prozent', 'anstrebt']]"
24978932,2296724,2296724,46459100.xml,wi,EU Preise Verbraucher,(Zusammenfassung 1530 - neu: mehr Details) Fallende Spritpreise halten Euro-Inflation auf Mini-Niveau.,Luxemburg,Zusammenfassung,2015-08-31,"Zur Bekämpfung der ungewöhnlich niedrigen Zuwächse, die langfristig Sorgen vor einem sinkenden Preisniveau mit Risiken für die Gesamtwirtschaft nähren können, lockerte die EZB ihre Geldpolitik bereits stark.","[['bekampf', 'ungewohn', 'niedrig', 'zuwachs', 'langfrist', 'sorg', 'sinkend', 'preisniveau', 'risik', 'gesamtwirtschaft', 'nahr', 'lockert', 'ezb', 'geldpolit', 'bereit', 'stark']]"
24987485,2305277,2305277,46488174.xml,wi,EZB Zinsen,"(Aktualisierung: Neu: Aussagen Draghi) (Fragen & Antworten) Sechs Monate Massenkauf von Staatsanleihen: Ist die EZB erfolgreich? Von Harald Schmidt und Friederike Marx, dpa (Foto - Archiv).",Frankfurt/Main,Fragen  Antworten,2015-09-03,"EZB-Vize-Präsident Vítor Constâncio ist überzeugt: «Die volle Umsetzung unserer Wertpapierkäufe wird die Inflation wieder auf ein Niveau zurückführen, das mit dem Ziel der EZB im Einklang steht.» Hat die EZB keine anderen Mittel?","[['ezbvizeprasident', 'vítor', 'constâncio', 'uberzeugt', '«', 'voll', 'umsetz', 'uns', 'wertpapierkauf', 'inflation', 'niveau', 'zuruckfuhr', 'ziel', 'ezb', 'einklang', 'steht', '»', 'ezb', 'kein', 'mittel']]"
24987510,2305302,2305302,46488174.xml,wi,EZB Zinsen,"(Aktualisierung: Neu: Aussagen Draghi) (Fragen & Antworten) Sechs Monate Massenkauf von Staatsanleihen: Ist die EZB erfolgreich? Von Harald Schmidt und Friederike Marx, dpa (Foto - Archiv).",Frankfurt/Main,Fragen  Antworten,2015-09-03,"Die Allianz hält fest: «Obwohl die EZB bereits seit März dieses Jahres jeden Monat Staatsanleihen und andere Wertpapiere ... mit dem erklärten Ziel kauft, so das Risiko einer Deflation abzuwenden, ist die Inflationsrate in den letzten sechs Monaten kaum gestiegen und notiert weiterhin nahe Null.» Die Teuerung zeige sich unbeeindruckt von den geldpolitischen Lockerungsmaßnahmen der EZB.","[['allianz', 'halt', 'fest', '«', 'obwohl', 'ezb', 'bereit', 'seit', 'marz', 'jahr', 'monat', 'staatsanleih', 'wertpapi', 'erklart', 'ziel', 'kauft', 'risiko', 'deflation', 'abzuw', 'inflationsrat', 'letzt', 'sech', 'monat', 'kaum', 'gestieg', 'notiert', 'weiterhin', 'nah', 'null', '»', 'teuer', 'zeig', 'unbeeindruckt', 'geldpolit', 'lockerungsmassnahm', 'ezb']]"
24988949,2306741,2306741,46493310.xml,wi,EZB Zinsen,(Zusammenfassung 1400) Mini-Inflation trotz Geldschwemme: EZB lässt Zinsen auf Rekordtief.,Frankfurt/Main,Zusammenfassung,2015-09-03,"EZB-Präsident Mario Draghi könne trotz reduzierter Inflationsprognosen entspannt bleiben: «Niedrige Energiepreise sind kein Auslöser einer Deflation, sondern unterstützen die expansive Geldpolitik im Kampf um mehr Wachstum.» Unter Deflation verstehen Ökonomen sinkende Preise auf breiter Front.","[['ezbprasident', 'mario', 'draghi', 'konn', 'trotz', 'reduziert', 'inflationsprognos', 'entspannt', 'bleib', '«', 'niedrig', 'energiepreis', 'kein', 'auslos', 'deflation', 'unterstutz', 'expansiv', 'geldpolit', 'kampf', 'mehr', 'wachstum', '»', 'deflation', 'versteh', 'okonom', 'sinkend', 'preis', 'breit', 'front']]"
24989345,2307137,2307137,46494570.xml,wi,Börsen Deutschland,(Zusammenfassung 1530) Anhaltend lockere EZB-Geldpolitik beflügelt Dax.,Frankfurt/Main,Zusammenfassung,2015-09-03,"EZB-Chef Mario Draghi versprach, diese Niedrigzinspolitik fortzusetzen, bis die Inflation sich in die gewünschte Richtung entwickle.","[['ezbchef', 'mario', 'draghi', 'versprach', 'niedrigzinspolit', 'fortzusetz', 'inflation', 'gewunscht', 'richtung', 'entwickl']]"
24989733,2307525,2307525,46495380.xml,wi,EZB Zinsen,(Zusammenfassung 1600) Draghi: EZB hat im Kampf gegen Mini-Inflation noch Pfeile im Köcher (Foto - aktuell).,Frankfurt/Main,Zusammenfassung,2015-09-03,"Draghi könne trotz reduzierter Inflationsprognosen entspannt bleiben: «Niedrige Energiepreise sind kein Auslöser einer Deflation, sondern unterstützen die expansive Geldpolitik im Kampf um mehr Wachstum.» Unter Deflation verstehen Ökonomen sinkende Preise auf breiter Front.","[['draghi', 'konn', 'trotz', 'reduziert', 'inflationsprognos', 'entspannt', 'bleib', '«', 'niedrig', 'energiepreis', 'kein', 'auslos', 'deflation', 'unterstutz', 'expansiv', 'geldpolit', 'kampf', 'mehr', 'wachstum', '»', 'deflation', 'versteh', 'okonom', 'sinkend', 'preis', 'breit', 'front']]"
24990313,2308105,2308105,46496812.xml,wi,Börsen Deutschland,Anhaltend lockere EZB-Geldpolitik beflügelt den Dax.,Frankfurt/Main,Meldung,2015-09-03,"EZB-Präsident Mario Draghi versprach, die Niedrigzinspolitik fortzusetzen, bis die Inflation sich in die gewünschte Richtung entwickle.","[['ezbprasident', 'mario', 'draghi', 'versprach', 'niedrigzinspolit', 'fortzusetz', 'inflation', 'gewunscht', 'richtung', 'entwickl']]"
24990355,2308147,2308147,46497165.xml,wi,Börsen Deutschland,(Zusammenfassung 1815) Weiter lockere EZB-Geldpolitik beflügelt den Dax.,Frankfurt/Main,Zusammenfassung,2015-09-03,"EZB-Präsident Mario Draghi versprach, die Niedrigzinspolitik fortzusetzen, bis die Inflation sich in die gewünschte Richtung entwickle.","[['ezbprasident', 'mario', 'draghi', 'versprach', 'niedrigzinspolit', 'fortzusetz', 'inflation', 'gewunscht', 'richtung', 'entwickl']]"
25007731,2325523,2325523,46568286.xml,wi,Zentralbanken USA Konjunktur EZB Zinsen,"(Fragen & Antworten) Schwierige Ansage: Dreht die Fed jetzt am Geldhahn? Von Johannes Schmitt-Tegge und Harald Schmidt, dpa (Foto - Archiv).",Washington/Frankfurt,Fragen  Antworten,2015-09-10,"Tatsächlich hat EZB-Präsident Mario Draghi gerade erst weitere Lockerungsmaßnahmen im Kampf gegen die mickrige Inflation angekündigt: «Wir haben den Willen und die Fähigkeit zu reagieren, falls dies notwendig ist.» Denn die Notenbanker rechnen im laufenden Jahr nur mit einem Anstieg der Verbraucherpreise um 0,1 Prozent im Euroraum.","[['tatsach', 'ezbprasident', 'mario', 'draghi', 'gerad', 'erst', 'weit', 'lockerungsmassnahm', 'kampf', 'mickrig', 'inflation', 'angekundigt', '«', 'will', 'fahig', 'reagi', 'fall', 'notwend', '»', 'notenbank', 'rechn', 'laufend', 'jahr', 'anstieg', 'verbraucherpreis', 'prozent', 'euroraum']]"
25011860,2329652,2329652,46583516.xml,wi,Preise Verbraucher,(Zusammenfassung 1130) Absturz der Ölpreise hält Inflation in Deutschland niedrig (Foto - Archiv und Grafik Nr. 23094).,Wiesbaden,Zusammenfassung,2015-09-11,Insgesamt bleibt die Inflation in Deutschland weit entfernt von der Zielmarke der Europäischen Zentralbank (EZB).,"[['insgesamt', 'bleibt', 'inflation', 'deutschland', 'weit', 'entfernt', 'zielmark', 'europa', 'zentralbank', 'ezb']]"
25027689,2345481,2345481,46644289.xml,wi,Währung,"Euro nach Berg- und Talfahrt bei 1,13 Dollar.",Frankfurt/Main,Meldung,2015-09-16,"Seit März versucht die EZB, die Inflation durch milliardenschwere Anleihekäufen anzuschieben und hat zuletzt eine mögliche Ausweitung des Programms ins Spiel gebracht.","[['seit', 'marz', 'versucht', 'ezb', 'inflation', 'milliardenschw', 'anleihekauf', 'anzuschieb', 'zuletzt', 'moglich', 'ausweit', 'programm', 'spiel', 'gebracht']]"
25029439,2347231,2347231,46651542.xml,wi,Zentralbanken USA Konjunktur EZB Zinsen,"(Fragen & Antworten) Alle Augen auf die Fed: Klar machen zur Zinswende? Von Johannes Schmitt-Tegge und Harald Schmidt, dpa (Foto - Archiv).",Washington/Frankfurt,Fragen  Antworten,2015-09-17,"Tatsächlich hat EZB-Präsident Mario Draghi gerade erst weitere Lockerungsmaßnahmen im Kampf gegen die mickrige Inflation angekündigt: «Wir haben den Willen und die Fähigkeit zu reagieren, falls dies notwendig ist.» Denn die Notenbanker rechnen im laufenden Jahr nur mit einem Anstieg der Verbraucherpreise um 0,1 Prozent im Euroraum.","[['tatsach', 'ezbprasident', 'mario', 'draghi', 'gerad', 'erst', 'weit', 'lockerungsmassnahm', 'kampf', 'mickrig', 'inflation', 'angekundigt', '«', 'will', 'fahig', 'reagi', 'fall', 'notwend', '»', 'notenbank', 'rechn', 'laufend', 'jahr', 'anstieg', 'verbraucherpreis', 'prozent', 'euroraum']]"
25057332,2375124,2375124,46754053.xml,wi,Börsen Wochenausblick,Schwacher September fordert Dax-Anlegern starke Nerven ab.,Frankfurt/Main,Meldung,2015-09-25,Ein Rückfall der Inflation unter die Null-Prozent-Marke könnte neue Fantasien über zusätzliche Anleihekäufe durch die Europäische Zentralbank entfachen.,"[['ruckfall', 'inflation', 'nullprozentmark', 'neu', 'fantasi', 'zusatz', 'anleihekauf', 'europa', 'zentralbank', 'entfach']]"
25067117,2384909,2384909,46792738.xml,wi,Preise Verbraucher,Verbraucherpreise verharren auf Niveau des Vorjahres (Foto - Archiv).,Wiesbaden,Meldung,2015-09-29,"Damit entfernt sich die Inflation wieder weiter von der Zielmarke der Europäischen Zentralbank (EZB), die mittelfristig Teuerungsraten von knapp unter 2,0 Prozent anstrebt.","[['entfernt', 'inflation', 'zielmark', 'europa', 'zentralbank', 'ezb', 'mittelfrist', 'teuerungsrat', 'knapp', 'prozent', 'anstrebt']]"
25067428,2385220,2385220,46793364.xml,wi,Preise Verbraucher,"(Fragen & Antworten) Sind sinkende Verbraucherpreise gut oder schlecht? Von Jörn Bender und Harald Schmidt, dpa (Foto - Archiv).",Frankfurt/Main,Fragen  Antworten,2015-09-29,"Die Europäische Zentralbank (EZB) strebt mittelfristig eine jährliche Inflationsrate von knapp unter 2,0 Prozent an.","[['europa', 'zentralbank', 'ezb', 'strebt', 'mittelfrist', 'jahrlich', 'inflationsrat', 'knapp', 'prozent']]"
25067432,2385224,2385224,46793364.xml,wi,Preise Verbraucher,"(Fragen & Antworten) Sind sinkende Verbraucherpreise gut oder schlecht? Von Jörn Bender und Harald Schmidt, dpa (Foto - Archiv).",Frankfurt/Main,Fragen  Antworten,2015-09-29,"Um die Konjunktur und somit zugleich die Inflation wieder nach oben zu treiben, pumpt die EZB seit März monatlich 60 Milliarden Euro in Staatsanleihen und andere Wertpapiere - 1,1 Billionen Euro bis September 2016.","[['konjunktur', 'somit', 'zugleich', 'inflation', 'oben', 'treib', 'pumpt', 'ezb', 'seit', 'marz', 'monat', 'milliard', 'euro', 'staatsanleih', 'wertpapi', 'billion', 'euro', 'septemb']]"
25067582,2385374,2385374,46793743.xml,wi,Preise Verbraucher,(Zusammenfassung 1530) Absturz der Energiepreise drückt Inflation auf Null (Foto - Archiv).,Wiesbaden,Zusammenfassung,2015-09-29,"Experte Stefan Kipar von der BayernLB geht davon aus, dass die Inflation ihren Tiefpunkt erreicht hat: «Im kommenden Monat dürfte der stark bremsende Effekt der Energiepreise bei der Berechnung der Jahresrate in großen Teilen herausfallen.» Denn die Energiepreise sind seit Herbst 2014 auf dem Rückzug, der Unterschied zum Vorjahr dürfte daher vom kommenden Monat an geringer ausfallen: «Damit sind auch wieder Inflationsraten oberhalb der Nulllinie zu erwarten.» Vorerst hat sich die Inflation aber wieder weiter von der Zielmarke der Europäischen Zentralbank (EZB) entfernt, die mittelfristig Teuerungsraten von knapp unter 2,0 Prozent anstrebt.","[['expert', 'stefan', 'kipar', 'bayernlb', 'geht', 'davon', 'inflation', 'tiefpunkt', 'erreicht', '«', 'kommend', 'monat', 'durft', 'stark', 'bremsend', 'effekt', 'energiepreis', 'berechn', 'jahresrat', 'gross', 'teil', 'herausfall', '»', 'energiepreis', 'seit', 'herb', 'ruckzug', 'unterschied', 'vorjahr', 'durft', 'dah', 'kommend', 'monat', 'gering', 'ausfall', '«', 'inflationsrat', 'oberhalb', 'nulllini', 'erwart', '»', 'vorerst', 'inflation', 'zielmark', 'europa', 'zentralbank', 'ezb', 'entfernt', 'mittelfrist', 'teuerungsrat', 'knapp', 'prozent', 'anstrebt']]"
25068153,2385945,2385945,46794919.xml,wi,Währung USA Italien Deutschland Frankreich,Eurokurs gibt moderat nach.,Frankfurt/Main,Meldung,2015-09-29,Die EZB kämpft seit März mit milliardenschweren Wertpapierkäufen gegen die schwache Inflation - bisher mit geringem Erfolg.,"[['ezb', 'kampft', 'seit', 'marz', 'milliardenschw', 'wertpapierkauf', 'schwach', 'inflation', 'bish', 'gering', 'erfolg']]"
25069613,2387405,2387405,46801405.xml,wi,Währung,Euro sinkt leicht.,Frankfurt/Main,Meldung,2015-09-30,"Eine Stagnation der Preisentwicklung könnte Spekulationen über weitere Maßnahmen der EZB im Kampf gegen die schwache Inflation anfachen, sagte Devisenexperte Lutz Karpowitz von der Commerzbank.","[['stagnation', 'preisentwickl', 'spekulation', 'weit', 'massnahm', 'ezb', 'kampf', 'schwach', 'inflation', 'anfach', 'sagt', 'devisenexpert', 'lutz', 'karpowitz', 'commerzbank']]"
25070593,2388385,2388385,46804789.xml,wi,EU Preise Verbraucher,(Zusammenfassung 1315 - neu: Experten-Einschätzung im 2. und letzten Absatz) Negative Inflation im Euroraum setzt EZB unter Zugzwang.,Luxemburg,Zusammenfassung,2015-09-30,(Zusammenfassung 1315 - neu: Experten-Einschätzung im 2. und letzten Absatz) Negative Inflation im Euroraum setzt EZB unter Zugzwang.,"[['zusammenfass', 'neu', 'experteneinschatz', 'letzt', 'absatz', 'negativ', 'inflation', 'euroraum', 'setzt', 'ezb', 'zugzwang']]"
25070594,2388386,2388386,46804789.xml,wi,EU Preise Verbraucher,(Zusammenfassung 1315 - neu: Experten-Einschätzung im 2. und letzten Absatz) Negative Inflation im Euroraum setzt EZB unter Zugzwang.,Luxemburg,Zusammenfassung,2015-09-30,Luxemburg Die schwache Inflation in den 19 Euro-Ländern will trotz der erheblichen Geldschwemme der Europäischen Zentralbank (EZB) nicht anspringen.,"[['luxemburg', 'schwach', 'inflation', 'euroland', 'trotz', 'erheb', 'geldschwemm', 'europa', 'zentralbank', 'ezb', 'nicht', 'anspring']]"
25070606,2388398,2388398,46804789.xml,wi,EU Preise Verbraucher,(Zusammenfassung 1315 - neu: Experten-Einschätzung im 2. und letzten Absatz) Negative Inflation im Euroraum setzt EZB unter Zugzwang.,Luxemburg,Zusammenfassung,2015-09-30,Die Notenbanker um ihren Chef Mario Draghi kämpfen seit März mit erheblichen Wertpapierkäufen gegen die aus ihrer Sicht zu schwache Inflation - bisher mit geringem Erfolg.,"[['notenbank', 'chef', 'mario', 'draghi', 'kampf', 'seit', 'marz', 'erheb', 'wertpapierkauf', 'sicht', 'schwach', 'inflation', 'bish', 'gering', 'erfolg']]"
25072636,2390428,2390428,46807733.xml,wi,Nachrichtenüberblick Wirtschaft dpa,"(Nachrichtenüberblick) dpa-Nachrichtenüberblick WIRTSCHAFT, Mittwoch, 30.9.2015 - 16.30 Uhr.",,Nachrichtenüberblick,2015-09-30,Negative Inflation im Euroraum setzt EZB unter Zugzwang Luxemburg Die schwache Inflation in den 19 Euro-Ländern will trotz der erheblichen Geldschwemme der Europäischen Zentralbank (EZB) nicht anspringen.,"[['negativ', 'inflation', 'euroraum', 'setzt', 'ezb', 'zugzwang', 'luxemburg', 'schwach', 'inflation', 'euroland', 'trotz', 'erheb', 'geldschwemm', 'europa', 'zentralbank', 'ezb', 'nicht', 'anspring']]"
25073219,2391011,2391011,46814484.xml,wi,Währung,(Wiederholung: Redigierfehler korrigiert) Euro fällt weiter - Druck auf die EZB nimmt zu.,Frankfurt/Main,Meldung,2015-10-01,"Händler erklärten den schwächeren Euro mit dem wachsenden Druck auf die EZB, die Geldschleusen im Kampf gegen die schwache Inflation im Währungsraum weiter zu öffnen.","[['handl', 'erklart', 'schwach', 'euro', 'wachsend', 'druck', 'ezb', 'geldschleus', 'kampf', 'schwach', 'inflation', 'wahrungsraum', 'offn']]"
25105914,2423706,2423706,46938155.xml,wi,Preise Verbraucher,(Vorausmeldung) Verbraucherpreise verharren auf Niveau des Vorjahres.,Wiesbaden,Vorausmeldung,2015-10-12,"Insgesamt entfernt sich die Inflation immer weiter von der Zielmarke der Europäischen Zentralbank (EZB), die mittelfristig Teuerungsraten von knapp unter 2,0 Prozent anstrebt.","[['insgesamt', 'entfernt', 'inflation', 'imm', 'zielmark', 'europa', 'zentralbank', 'ezb', 'mittelfrist', 'teuerungsrat', 'knapp', 'prozent', 'anstrebt']]"
25107125,2424917,2424917,46942998.xml,wi,Preise Verbraucher,(Zusammenfassung 1045) Verbraucherpreise stagnieren: Günstiges Öl drückt Inflation auf Null (Foto - Archiv).,Wiesbaden,Zusammenfassung,2015-10-13,"Insgesamt entfernt sich die Inflation aber wieder weiter von der Zielmarke der Europäischen Zentralbank (EZB), die mittelfristig Teuerungsraten von knapp unter 2,0 Prozent anstrebt.","[['insgesamt', 'entfernt', 'inflation', 'zielmark', 'europa', 'zentralbank', 'ezb', 'mittelfrist', 'teuerungsrat', 'knapp', 'prozent', 'anstrebt']]"
25119534,2437326,2437326,46985815.xml,wi,Währung USA Italien Deutschland Frankreich,"(Zusammenfassung 1715) Eurokurs stabil bei knapp 1,14 Dollar.",Frankfurt/Main,Zusammenfassung,2015-10-16,"Zwar deutet vieles darauf hin, dass die EZB ihre bereits sehr expansive Geldpolitik wegen der geringen Inflation nochmals lockern könnte.","[['deutet', 'viel', 'darauf', 'ezb', 'bereit', 'expansiv', 'geldpolit', 'weg', 'gering', 'inflation', 'nochmal', 'lock']]"
25134617,2452409,2452409,47039905.xml,wi,EZB Zinsen,(Vorausmeldung) Sinkende Preise trotz Geldschwemme: Legt die EZB nach?,Frankfurt/Malta,Vorausmeldung,2015-10-21,Frankfurt/Malta Der Rückfall der Inflation unter die Nulllinie hat Spekulationen um zusätzliche Geldspritzen der Europäischen Zentralbank (EZB) angeheizt.,"[['frankfurtmalta', 'ruckfall', 'inflation', 'nulllini', 'spekulation', 'zusatz', 'geldspritz', 'europa', 'zentralbank', 'ezb', 'angeheizt']]"
